weather.스,weather.stn_id,weather.pvn_nm,weather.bor_nm,weather.max_ta,weather.max_ws,weather.min_ta,weather.avg_ta,weather.avg_rhm,weather.avg_wa,weather.sum_rn
20161219,98,경기도,동두천시,13.7,2.7,1.9,6.5,71,0.9,0.3
20161220,98,경기도,동두천시,13.3,3.3,0.5,5.1,77,1.1,0
20161221,98,경기도,동두천시,14.6,3.6,-0.6,6.2,74,1,24.7
20161222,98,경기도,동두천시,9.2,5,1.5,5.2,82,2.2,29.5
20161223,98,경기도,동두천시,1.5,6.3,-3.4,-2.2,73,3.3,0.1
20161224,98,경기도,동두천시,0.1,2.6,-4.3,-2.5,68,1.2,0
20161225,98,경기도,동두천시,7,2.5,-6.6,0,74,0.8,0
20161226,98,경기도,동두천시,4.5,2.7,-0.8,1.5,75,0.9,0
20161227,98,경기도,동두천시,3,6.7,-6.8,-1.8,55,2.6,1.3
20161228,98,경기도,동두천시,3.2,4.1,-10.4,-4.4,50,1.5,0
20161229,98,경기도,동두천시,1,5.6,-7.8,-4.1,49,2.5,0.1
20161230,98,경기도,동두천시,1.4,2.7,-11.5,-4.3,54,0.9,0
20161231,98,경기도,동두천시,6.3,2.6,-5.3,-0.6,71,0.7,0
20170101,98,경기도,동두천시,7.7,1.6,-4.3,1.8,76,0.6,0
20170102,98,경기도,동두천시,9.7,4.3,0.2,4.5,77,1.3,0
20170103,98,경기도,동두천시,8.1,4.3,-4.6,0.7,67,1.2,0
20170104,98,경기도,동두천시,9.7,3.3,-1.5,2.5,62,1,0
20170105,98,경기도,동두천시,9.3,3.1,-3.4,2.7,60,1.3,0
20170106,98,경기도,동두천시,11.9,2.7,0.3,4.2,61,1,0
20170107,98,경기도,동두천시,11.2,2.3,-3.1,2.5,70,1.1,0
20170108,98,경기도,동두천시,13.6,4.3,0.8,5.8,65,1.7,0.2
20170109,98,경기도,동두천시,6.4,5.6,-3.2,1.9,58,2.8,0
20170110,98,경기도,동두천시,3.6,6.9,-8.1,-3.7,47,2.4,0
20170111,98,경기도,동두천시,2.2,6.3,-11.1,-4.4,38,1.7,0
20170112,98,경기도,동두천시,3.4,7,-7.1,-3.2,44,2.4,0
20170113,98,경기도,동두천시,0.6,6.7,-9.3,-6.1,44,2.6,0.3
20170114,98,경기도,동두천시,-2.6,7.2,-11.1,-8.2,31,3.3,0
20170115,98,경기도,동두천시,1.2,4.6,-13.3,-6.9,37,1.3,0
20170116,98,경기도,동두천시,4.2,3,-12.5,-4.8,42,1.1,0
20170117,98,경기도,동두천시,5.1,3.3,-10.4,-3.2,46,0.9,0
20170118,98,경기도,동두천시,3.9,3.1,-6.3,-1.8,69,1,0
20170119,98,경기도,동두천시,5,3.9,-7.7,-2,56,1.3,0
20170120,98,경기도,동두천시,0.3,6.8,-8.8,-4,60,2.5,2.1
20170121,98,경기도,동두천시,-0.5,3.6,-12.8,-6,73,1.1,1
20170122,98,경기도,동두천시,-3.2,7.1,-11.2,-8,42,3.6,0.1
20170123,98,경기도,동두천시,-2,4,-14.6,-9.2,50,1.3,0
20170124,98,경기도,동두천시,0.5,3.7,-14.9,-8.1,51,1.1,0
20170125,98,경기도,동두천시,2.5,3.1,-14.1,-6.6,50,1.1,0
20170126,98,경기도,동두천시,4,6.4,-11.6,-2.4,63,2.2,2.5
20170127,98,경기도,동두천시,4.3,7.6,-7.3,-2.3,47,3.3,4.1
20170128,98,경기도,동두천시,4.9,2.3,-11.1,-2.9,46,1,0
20170129,98,경기도,동두천시,1.3,3.7,-0.8,0,72,1.2,5.2
20170130,98,경기도,동두천시,-0.4,4.9,-10.1,-5.1,64,2.4,0
20170131,98,경기도,동두천시,1,2.5,-12.9,-6.8,54,1,0
20170201,98,경기도,동두천시,2.6,7.2,-8.7,-4.4,46,2.6,0
20170202,98,경기도,동두천시,4.2,4.6,-11.8,-3.6,52,1.2,0
20170203,98,경기도,동두천시,6.8,4.3,-6.7,-0.5,67,1,0
20170204,98,경기도,동두천시,3,2.1,-5.4,-0.5,75,0.7,0
20170205,98,경기도,동두천시,2.9,4.3,-2,0.8,75,1.8,1.2
20170206,98,경기도,동두천시,4.5,4.7,-5,-1.3,49,2.2,0
20170207,98,경기도,동두천시,3.9,2.8,-8.1,-2.6,49,1.1,0
20170208,98,경기도,동두천시,3,4.2,-7.7,-2.4,52,1.6,0
20170209,98,경기도,동두천시,0.2,6.5,-7.4,-4.7,44,3.2,0
20170210,98,경기도,동두천시,-0.4,6.1,-10,-6.2,40,3.3,0
20170211,98,경기도,동두천시,2.2,5.6,-10.1,-4.3,40,2.3,0
20170212,98,경기도,동두천시,5.5,4.5,-9.7,-2.6,50,1.5,0
20170213,98,경기도,동두천시,6.8,4.6,-8.7,-1.4,58,1.1,0
20170214,98,경기도,동두천시,8,4.3,-7.1,-0.6,45,1.4,0
20170215,98,경기도,동두천시,9,4.1,-6.5,0.6,51,1.1,0
20170216,98,경기도,동두천시,10.1,4.9,-4.8,4.3,64,1.4,1.1
20170217,98,경기도,동두천시,8.3,6.6,-5.4,1.7,51,3.6,4.8
20170218,98,경기도,동두천시,4.4,7,-8.8,-2.4,47,2.2,0
20170219,98,경기도,동두천시,5.9,5.2,-5.9,1.5,64,2.4,4.2
20170220,98,경기도,동두천시,5,7.1,-5.5,-1.1,51,3.6,0.9
20170221,98,경기도,동두천시,6.9,3.3,-9.2,-1.5,38,1.4,0
20170222,98,경기도,동두천시,1.8,4.9,-1.2,0.5,72,1.6,2.9
20170223,98,경기도,동두천시,4.6,7.5,-4.3,-0.6,52,4.1,0
20170224,98,경기도,동두천시,5.5,6.7,-7.7,-1.1,52,1.7,0
20170225,98,경기도,동두천시,8.8,7.8,-5.7,1.1,60,1.9,0
20170226,98,경기도,동두천시,10.8,5.1,-4.3,2.4,52,1.5,0
20170227,98,경기도,동두천시,12.2,4.1,-4.9,2.8,44,1.4,0
20170228,98,경기도,동두천시,12.4,5,-3.6,3.9,48,1.3,0
20170301,98,경기도,동두천시,11,5.8,1.2,4.3,62,1.4,2.3
20170302,98,경기도,동두천시,9,6,-2.3,2.2,60,2.5,0.3
20170303,98,경기도,동두천시,10.7,5.1,-5.3,2.4,57,1.7,0
20170304,98,경기도,동두천시,13.6,4.3,-1.5,4.5,59,1.1,0
20170305,98,경기도,동두천시,12,6,-1.7,4.1,68,1.9,0
20170306,98,경기도,동두천시,6.6,8.6,-3.4,0.5,38,3.8,0
20170307,98,경기도,동두천시,4.5,6.4,-4.9,-1.4,33,3.5,0
20170308,98,경기도,동두천시,5.8,7.1,-7.3,-0.9,56,2.1,0.1
20170309,98,경기도,동두천시,11.7,8.3,-5.4,2.3,47,2.8,0
20170310,98,경기도,동두천시,13.5,5.6,-3.9,4.1,35,1.7,0
20170311,98,경기도,동두천시,17.3,5.2,-2.9,5.9,41,1.3,0
20170312,98,경기도,동두천시,13.3,5.8,1.6,7.1,57,1.8,0
20170313,98,경기도,동두천시,15,3.5,0.7,6.6,46,1.8,0
20170314,98,경기도,동두천시,14.1,5.5,0,5.9,36,2.3,0
20170315,98,경기도,동두천시,14.7,4.3,-3.1,5.4,34,1.4,0
20170316,98,경기도,동두천시,15.1,5.4,-2.3,5.5,41,1.7,0
20170317,98,경기도,동두천시,17.9,5.6,-2,7,37,1.5,0
20170318,98,경기도,동두천시,17.5,6.7,3.7,8.9,30,2.1,0
20170319,98,경기도,동두천시,21,3.8,0,9.1,34,1.2,0
20170320,98,경기도,동두천시,15.6,4.1,1.3,8.8,41,1.2,0
20170321,98,경기도,동두천시,15.2,4.7,1.6,7.5,44,1.7,0
20170322,98,경기도,동두천시,16.6,6.5,-1.5,7.1,35,1.9,0
20170323,98,경기도,동두천시,17.2,4.4,1.6,8.3,30,1.5,0
20170324,98,경기도,동두천시,16.2,4.7,-0.1,7.6,38,1.4,0
20170325,98,경기도,동두천시,12.1,4.2,3.2,7.1,53,1.5,0
20170326,98,경기도,동두천시,13.5,5.9,1.1,6.4,60,1.6,0.4
20170327,98,경기도,동두천시,12,7.4,1.7,5.9,67,1.9,0.8
20170328,98,경기도,동두천시,14.7,5.5,-1.1,5.6,60,1.8,0
20170329,98,경기도,동두천시,16.7,4.3,0.8,8,49,1.7,0
20170330,98,경기도,동두천시,20,3.6,0.8,9.7,51,1.4,0
20170331,98,경기도,동두천시,9.9,3.9,4.6,7.3,75,1.1,11.2
20170401,98,경기도,동두천시,16.8,5.5,3.3,7.9,63,1.6,0.2
20170402,98,경기도,동두천시,18.4,6.5,0.5,8.3,54,1.9,0
20170403,98,경기도,동두천시,21.3,5.8,1.1,10.8,47,1.8,0
20170404,98,경기도,동두천시,22.5,5.9,3.2,12.8,42,2.1,0
20170405,98,경기도,동두천시,14.1,4.4,8.6,10.9,62,1.4,24.1
20170406,98,경기도,동두천시,14.3,4.5,10.1,11.1,83,2.4,4.2
20170407,98,경기도,동두천시,24.9,4.3,9.4,15,66,1.7,0
20170408,98,경기도,동두천시,21.9,4.4,8.3,13.9,70,1.5,1
20170409,98,경기도,동두천시,21,4,9.4,14.1,56,1.8,0.6
20170410,98,경기도,동두천시,24.3,4.5,7.1,15.7,26,1.8,0
20170411,98,경기도,동두천시,23.2,7.4,10.4,15.3,32,2.9,0
20170412,98,경기도,동두천시,18.3,8.3,6,10.9,19,3.6,0
20170413,98,경기도,동두천시,19.8,6.3,2.4,11.7,48,2.2,0
20170414,98,경기도,동두천시,19.3,7.5,10.7,12.9,56,3.3,6.8
20170415,98,경기도,동두천시,25.1,6.3,10,15.8,62,1.6,0
20170416,98,경기도,동두천시,25.9,4.3,9.8,17.4,55,1.4,0
20170417,98,경기도,동두천시,18.7,3.8,8.9,13.1,67,1.7,11.4
20170418,98,경기도,동두천시,16.6,5.8,7.7,10.6,77,2.2,18.8
20170419,98,경기도,동두천시,20,6.2,5.7,12.3,46,2.8,0
20170420,98,경기도,동두천시,19.9,5.7,7.7,12.1,53,1.8,0.4
20170421,98,경기도,동두천시,21.7,6.8,4.7,12.3,55,1.9,0
20170422,98,경기도,동두천시,23.7,6.1,5.8,13.7,47,1.9,0
20170423,98,경기도,동두천시,22.3,7.1,5.7,13.7,41,2.3,0
20170424,98,경기도,동두천시,23.6,7.5,4.3,13.7,39,2.8,0
20170425,98,경기도,동두천시,20.9,6.1,10.5,15.6,50,2.4,0
20170426,98,경기도,동두천시,22.7,7.9,7.5,14.8,29,3.1,0
20170427,98,경기도,동두천시,21.4,8.7,5.2,12.6,43,2.7,0
20170428,98,경기도,동두천시,23.1,6,7,13.9,54,2.5,0
20170429,98,경기도,동두천시,24.6,6.5,6.6,15.8,44,2.3,0
20170430,98,경기도,동두천시,28.3,5.4,10.6,18.4,52,2,0
20170501,98,경기도,동두천시,29.5,5.9,10.8,19.3,47,1.3,0
20170502,98,경기도,동두천시,28.7,4.8,11.3,19.1,46,1.4,0
20170503,98,경기도,동두천시,30.9,5.3,10.3,20.1,42,1.7,0
20170504,98,경기도,동두천시,28.5,4.9,11.1,20.2,44,1.4,0
20170505,98,경기도,동두천시,27.3,8.4,14.5,19.9,51,2.8,0
20170506,98,경기도,동두천시,19.7,10.1,7.5,13.6,36,3.7,0
20170507,98,경기도,동두천시,24.2,7,6.9,15.7,40,2.8,0
20170508,98,경기도,동두천시,24.7,5.2,8.3,16.9,46,1.7,0
20170509,98,경기도,동두천시,20.3,2.5,13,15.2,69,1.1,3.4
20170510,98,경기도,동두천시,23.1,5.8,12.4,15.7,72,1.8,2
20170511,98,경기도,동두천시,25.8,4.7,10.3,18.3,67,1.6,0.2
20170512,98,경기도,동두천시,21.9,4.5,14.5,18,75,1.7,0.1
20170513,98,경기도,동두천시,22.4,7.6,11.8,16.1,75,2.5,10.4
20170514,98,경기도,동두천시,21.8,8.7,10.2,15.5,52,3.8,0
20170515,98,경기도,동두천시,20.1,4.3,9.5,14.5,64,1.8,0
20170516,98,경기도,동두천시,23.5,4.3,10,15.8,67,1.3,0
20170517,98,경기도,동두천시,27.9,4.9,9.3,18.1,55,1.7,0
20170518,98,경기도,동두천시,27.1,5.8,10.9,19.2,47,1.9,0
20170519,98,경기도,동두천시,28.8,6.6,11.3,19.8,45,2.1,0
20170520,98,경기도,동두천시,29.5,5.4,11.9,20,48,1.6,0
20170521,98,경기도,동두천시,28.9,4.3,12.7,20.5,50,1.7,0
20170522,98,경기도,동두천시,28.4,4.9,13.4,20.5,57,1.6,0
20170523,98,경기도,동두천시,23.8,5.4,14.3,17.7,76,1.4,6.6
20170524,98,경기도,동두천시,28.4,5,15.6,20.9,61,1.6,0
20170525,98,경기도,동두천시,25.5,7.6,12.5,18.4,47,3.1,0
20170526,98,경기도,동두천시,24.8,4.4,8.7,16.9,43,1.6,0
20170527,98,경기도,동두천시,28,4.7,10.3,18.3,51,1.7,0
20170528,98,경기도,동두천시,28.4,5.4,11.1,19.7,56,2.2,0
20170529,98,경기도,동두천시,30,4.8,17.6,22.8,61,1.9,0
20170530,98,경기도,동두천시,29.9,4.9,16.4,22,52,1.9,0
20170531,98,경기도,동두천시,29.3,3.6,14.2,21.1,58,1.3,0
20170601,98,경기도,동두천시,29.1,6.7,17.1,22.5,51,2.6,0.1
20170602,98,경기도,동두천시,26.8,5.5,12,19.2,43,2.3,0
20170603,98,경기도,동두천시,28.2,6.4,13.2,19.9,42,2,0
20170604,98,경기도,동두천시,29.8,5.7,11.3,20.6,39,2.1,0
20170605,98,경기도,동두천시,31.3,3.3,12.7,22.6,38,1.5,0
20170606,98,경기도,동두천시,23.9,3.4,14,18.7,57,1.5,7.2
20170607,98,경기도,동두천시,18.8,3,14.1,16.9,86,1.4,12.2
20170608,98,경기도,동두천시,26.6,5.9,13.5,19.4,66,2,0
20170609,98,경기도,동두천시,26.6,6.6,15.1,20.2,71,2.7,1
20170610,98,경기도,동두천시,28.1,3.7,14.5,20.7,44,1.7,0.7
20170611,98,경기도,동두천시,30,3.7,10.6,20.9,38,1.7,0
20170612,98,경기도,동두천시,29.9,3.6,13.7,21.3,46,1.7,0
20170613,98,경기도,동두천시,27.9,4.9,16,20.3,68,1.7,1.1
20170614,98,경기도,동두천시,28.9,5.3,15.6,21.2,64,1.8,0
20170615,98,경기도,동두천시,31.4,4.7,15.2,22.7,61,1.7,0
20170616,98,경기도,동두천시,33.1,4.6,17,24.6,55,1.5,0
20170617,98,경기도,동두천시,30.9,4.8,17.3,23.5,55,1.8,0
20170618,98,경기도,동두천시,32.9,4.8,15.4,23.2,51,1.7,0
20170619,98,경기도,동두천시,30.2,3.9,15.9,23,52,1.4,0
20170620,98,경기도,동두천시,33.5,4.4,15.4,24.6,46,1.5,0
20170621,98,경기도,동두천시,33.5,6.4,20.2,24.8,53,2,0
20170622,98,경기도,동두천시,31.7,5.4,19,24.7,57,1.8,0
20170623,98,경기도,동두천시,35.5,6.2,18.4,25.4,60,1.4,5.4
20170624,98,경기도,동두천시,28.7,2.8,20,23.1,74,0.9,2.1
20170625,98,경기도,동두천시,30.1,3.5,18.8,22.7,79,1,7.2
20170626,98,경기도,동두천시,29.6,4.5,17.8,22,77,1.1,16.4
20170627,98,경기도,동두천시,30.6,5.8,17.6,23.4,73,1.4,2.6
20170628,98,경기도,동두천시,30.3,4.7,20.4,24.7,71,1.5,0
20170629,98,경기도,동두천시,31.4,3.8,19.7,25,67,1.5,0
20170630,98,경기도,동두천시,30.9,4.8,19.6,24.6,66,1.7,0
20170701,98,경기도,동두천시,30.5,4.6,20.2,24.8,70,1.5,0
20170702,98,경기도,동두천시,26.5,5.9,21.5,23.6,89,1.4,49.5
20170703,98,경기도,동두천시,29.1,5.6,21.5,24.2,85,2.4,33.3
20170704,98,경기도,동두천시,32.8,4.1,23,26.8,74,1.5,0
20170705,98,경기도,동두천시,33.4,3.2,21.9,26.8,69,1.1,0
20170706,98,경기도,동두천시,34.5,5.6,21.5,27.6,69,1.3,0
20170707,98,경기도,동두천시,30,3.9,24,25.8,84,1.9,23.7
20170708,98,경기도,동두천시,28.2,5.1,24,25.3,88,2.4,9.6
20170709,98,경기도,동두천시,30.8,4.1,23,25.7,87,0.9,29.2
20170710,98,경기도,동두천시,25.1,3.9,21.8,23.3,93,2.1,93
20170711,98,경기도,동두천시,31.2,3.8,21.7,25.9,80,1.7,0
20170712,98,경기도,동두천시,31.6,4.8,23.1,26.9,79,1.8,0
20170713,98,경기도,동두천시,32.5,4,21.2,26.5,75,1.4,0
20170714,98,경기도,동두천시,33.4,7,23.7,27.8,75,1.9,0
20170715,98,경기도,동두천시,27.9,5.2,22.4,24.7,89,1.8,88.4
20170716,98,경기도,동두천시,29.9,4.3,22.3,25.5,84,1.4,2.3
20170717,98,경기도,동두천시,29.9,3.9,23.9,26.1,81,1.3,0
20170718,98,경기도,동두천시,31,4,22.8,26,82,1.3,1.7
20170719,98,경기도,동두천시,32.8,4.3,23.1,27,79,1.3,0
20170720,98,경기도,동두천시,33.8,5.1,23.6,28.4,75,1.6,0
20170721,98,경기도,동두천시,33,4.6,25.9,28.5,80,1.7,0.1
20170722,98,경기도,동두천시,30.6,4.2,25.7,27.2,88,1.3,6.9
20170723,98,경기도,동두천시,27.9,4.7,24.8,26.3,90,1.6,33.4
20170724,98,경기도,동두천시,29,3.1,23.5,25.4,87,0.9,2
20170725,98,경기도,동두천시,33.4,3.5,22.9,27.4,74,1.6,0
20170726,98,경기도,동두천시,32.8,3.6,21.7,27,64,1.4,0
20170727,98,경기도,동두천시,29.2,2.9,22.9,25.3,72,1,4
20170728,98,경기도,동두천시,26.9,1.9,22.5,24.1,92,0.7,41.2
20170729,98,경기도,동두천시,29.4,2.5,22.8,25.9,80,1,0
20170730,98,경기도,동두천시,32.3,3,23.9,26.7,73,1.2,0
20170731,98,경기도,동두천시,27.6,2.8,23,24.7,85,1.1,0
20170801,98,경기도,동두천시,34.4,3,22.9,27.7,74,1.1,0
20170802,98,경기도,동두천시,34.1,2.2,24.3,28.5,77,0.9,0
20170803,98,경기도,동두천시,34.7,3.6,24.8,28.8,70,1.3,0
20170804,98,경기도,동두천시,34.9,3.3,23.3,28.3,74,1.2,0
20170805,98,경기도,동두천시,35.9,3.4,24.3,29.3,74,1.2,0
20170806,98,경기도,동두천시,33.6,4.3,25.9,28.4,80,1.3,2.3
20170807,98,경기도,동두천시,33.9,5.1,23.9,27.4,74,1.7,0
20170808,98,경기도,동두천시,32.1,3.7,22.8,26.2,74,1.4,0
20170809,98,경기도,동두천시,33,2.8,22.1,27.1,68,0.9,0
20170810,98,경기도,동두천시,26.1,2.6,22.8,24.1,90,0.9,17.4
20170811,98,경기도,동두천시,31.5,3,21.9,25.6,76,1.3,15.9
20170812,98,경기도,동두천시,32.2,3.7,21.5,26.2,71,1.3,0
20170813,98,경기도,동두천시,30.3,4.3,22,25.7,67,1.4,0
20170814,98,경기도,동두천시,27.4,4.7,21.6,23.9,70,1.6,0.6
20170815,98,경기도,동두천시,24.1,4.7,19.9,21.4,90,1.2,87.2
20170816,98,경기도,동두천시,25.4,2.9,19.8,22.5,82,1.3,3.7
20170817,98,경기도,동두천시,29.4,2.5,20,23.8,82,0.9,10.8
20170818,98,경기도,동두천시,29.9,4.3,21.6,24.4,84,1,10.6
20170819,98,경기도,동두천시,29,2,20.7,24.8,82,0.9,0
20170820,98,경기도,동두천시,24.6,3.9,21.4,22.8,88,1.4,91.3
20170821,98,경기도,동두천시,29.7,5.3,22.8,25,85,2.4,6.8
20170822,98,경기도,동두천시,31.5,3.4,22.2,25.6,80,1.5,0
20170823,98,경기도,동두천시,29.4,6.5,22.2,25.9,88,2,35.2
20170824,98,경기도,동두천시,29.4,6.8,21.6,25.5,89,3.4,48.9
20170825,98,경기도,동두천시,31,5.4,19.3,23.8,73,1.3,0
20170826,98,경기도,동두천시,29.1,4.7,15.3,22,63,1.5,0
20170827,98,경기도,동두천시,24.8,2.6,15,20.1,76,0.9,0
20170828,98,경기도,동두천시,25.6,3.9,16.8,19.5,81,1.5,3.9
20170829,98,경기도,동두천시,24.4,4.3,15.3,18.5,55,2,0
20170830,98,경기도,동두천시,24.2,3.2,13.6,18.1,64,1.3,0
20170831,98,경기도,동두천시,27.2,3.1,14.8,20.1,75,1.2,0
20170901,98,경기도,동두천시,28.3,2.6,13.7,21,65,1.2,0
20170902,98,경기도,동두천시,29.5,2.3,15.1,21.4,70,1,0
20170903,98,경기도,동두천시,30.4,2.8,16.3,22.1,71,1,0
20170904,98,경기도,동두천시,29.9,3,16.8,22.6,65,1,0
20170905,98,경기도,동두천시,24.1,1.9,17,20.4,71,0.8,0
20170906,98,경기도,동두천시,24.3,2.3,16.9,19.1,80,0.6,1.3
20170907,98,경기도,동두천시,27.3,2.9,16.8,21.4,80,0.8,0
20170908,98,경기도,동두천시,29.7,3.6,19.3,23.3,70,1.1,0
20170909,98,경기도,동두천시,29.2,3.6,17.5,22.3,74,1.1,0
20170910,98,경기도,동두천시,26.4,1.7,17.5,21.5,81,0.8,0.1
20170911,98,경기도,동두천시,25.9,3.3,16.9,20.1,81,1.5,19.8
20170912,98,경기도,동두천시,27.6,4.6,15.7,20.6,65,1.5,0
20170913,98,경기도,동두천시,27.1,3.9,12.3,19,59,1.4,0
20170914,98,경기도,동두천시,27.6,3.2,11.6,19.2,62,1.3,0
20170915,98,경기도,동두천시,28.6,3.8,13.3,20.4,56,1.6,0
20170916,98,경기도,동두천시,26.7,4.1,12.1,19.4,62,1.8,0
20170917,98,경기도,동두천시,27.6,3.9,15.7,20.7,61,1.9,0
20170918,98,경기도,동두천시,27.5,4.9,13,19.9,71,1.7,0
20170919,98,경기도,동두천시,25.9,8.1,17.4,21.2,80,2,4.1
20170920,98,경기도,동두천시,24.3,4,11.5,17.9,51,1.8,0
20170921,98,경기도,동두천시,26.1,2.3,11,17.6,68,1,0
20170922,98,경기도,동두천시,26.9,5.1,11.8,18.3,68,1.6,0
20170923,98,경기도,동두천시,27.2,3.5,14.1,19.8,72,1.1,0
20170924,98,경기도,동두천시,28.2,4.1,13.9,19.8,76,1.5,0
20170925,98,경기도,동두천시,28.7,2.6,13.8,20.4,71,1.1,0
20170926,98,경기도,동두천시,30.2,2.5,15,22.2,69,1,NA
20170927,98,경기도,동두천시,27,3.5,17.4,21.1,74,1.3,0
20170928,98,경기도,동두천시,24.5,7.4,11.6,17.6,54,2.6,0
20170929,98,경기도,동두천시,23,6.7,6.8,14.4,53,1.8,0
20170930,98,경기도,동두천시,25.1,4.3,12.2,18.2,70,1.3,0
20171001,98,경기도,동두천시,20.8,3.6,14.2,16.5,82,0.9,4.9
20171002,98,경기도,동두천시,27.8,3.9,14.5,19.7,67,1.7,0.7
20171003,98,경기도,동두천시,23.3,4.3,11,15.9,53,2,0
20171004,98,경기도,동두천시,21.8,3.1,8.5,14.3,55,1.7,0
20171005,98,경기도,동두천시,23.8,3.1,8.4,15.8,70,1.2,0
20171006,98,경기도,동두천시,23.6,2.8,13.3,17.2,74,1.2,0
20171007,98,경기도,동두천시,27.8,1.7,15.3,19.9,75,0.9,0.1
20171008,98,경기도,동두천시,27.7,3.9,17.2,20.6,75,1.2,0
20171009,98,경기도,동두천시,25.4,3.1,17.2,20.6,76,1,0
20171010,98,경기도,동두천시,25.9,3.5,15.9,19.3,81,1.2,8.2
20171011,98,경기도,동두천시,18,4,10.7,13.6,83,1.8,4.4
20171012,98,경기도,동두천시,13.8,2.8,6.3,10.1,78,1.3,0
20171013,98,경기도,동두천시,19.2,3.6,2.8,10.4,69,1.2,0
20171014,98,경기도,동두천시,20.1,4,4.5,11.5,56,1.4,0
20171015,98,경기도,동두천시,21.5,2.4,5,12.9,60,0.9,0
20171016,98,경기도,동두천시,21.1,3.3,10.2,13.7,58,1.2,0
20171017,98,경기도,동두천시,22.5,2.3,4.7,12.9,62,1,0
20171018,98,경기도,동두천시,20.8,2.2,10.2,14.1,71,0.9,0.1
20171019,98,경기도,동두천시,23,3.3,7.7,14.1,68,1.1,0
20171020,98,경기도,동두천시,23.4,2.4,7.1,14.1,66,1.1,0
20171021,98,경기도,동두천시,24.6,2.8,7,14.3,65,1,0
20171022,98,경기도,동두천시,21.4,3.9,7.5,13.8,60,2,0
20171023,98,경기도,동두천시,18.7,2.9,4.8,11.2,57,1.1,0
20171024,98,경기도,동두천시,20.7,2.3,5.8,11.8,63,1,0
20171025,98,경기도,동두천시,21.1,3.5,6.2,12.2,67,1.2,0
20171026,98,경기도,동두천시,18.5,1.9,8.2,12.7,69,0.8,0
20171027,98,경기도,동두천시,23.7,2.5,8.9,14.2,60,0.9,0
20171028,98,경기도,동두천시,24.2,2.9,6.4,14.3,60,1,0
20171029,98,경기도,동두천시,18.8,8,4.7,10.6,48,2.5,0
20171030,98,경기도,동두천시,14.2,3.6,-0.3,6.3,32,1.4,0
20171031,98,경기도,동두천시,16.8,5.7,-0.9,8,58,1.3,0
20171101,98,경기도,동두천시,19.3,4.8,7.2,13.5,71,1.3,0
20171102,98,경기도,동두천시,18.9,3.4,12.2,14.4,82,1.2,1.3
20171103,98,경기도,동두천시,18.3,6.1,3.5,11.3,66,2.7,4.3
20171104,98,경기도,동두천시,14.3,4.5,1.4,6.8,56,1.8,0
20171105,98,경기도,동두천시,16.3,4,-1.2,6.4,62,0.9,0
20171106,98,경기도,동두천시,18.2,3.6,4.4,10.4,67,1.1,0
20171107,98,경기도,동두천시,19.2,2.4,6.4,13.1,65,0.9,0
20171108,98,경기도,동두천시,19.5,6,4.7,12.1,57,2.4,0
20171109,98,경기도,동두천시,17.3,2.5,0.1,7.9,47,0.9,0
20171110,98,경기도,동두천시,15.6,10,3.8,7.9,64,2.8,6.8
20171111,98,경기도,동두천시,11.8,5.2,0.3,5.3,47,1.8,0
20171112,98,경기도,동두천시,12.9,3.9,-2.4,3.9,63,1.2,0
20171113,98,경기도,동두천시,12.1,4.5,0.5,6.6,71,1.5,1.5
20171114,98,경기도,동두천시,12.5,7.1,0.6,6.4,42,2.5,0
20171115,98,경기도,동두천시,7.8,8.3,-2.4,1.5,44,3,0
20171116,98,경기도,동두천시,8.1,2.3,-6.3,-0.3,40,1,0
20171117,98,경기도,동두천시,5.6,4.3,-5.5,0.8,50,1.2,0
20171118,98,경기도,동두천시,3.1,6.5,-6.2,-2.2,38,3.7,0
20171119,98,경기도,동두천시,5,6.9,-9.2,-2.2,35,1.7,0
20171120,98,경기도,동두천시,1.4,3.6,-7.4,-3.2,68,1,0
20171121,98,경기도,동두천시,8.1,2.4,-7.9,-1.3,63,0.8,0
20171122,98,경기도,동두천시,10.8,6.4,-0.8,3.8,52,1.8,0.6
20171123,98,경기도,동두천시,6.5,7.4,-4.6,-0.3,50,2.1,0.1
20171124,98,경기도,동두천시,4.2,6,-5.3,-2.2,62,1.7,0.4
20171125,98,경기도,동두천시,5.3,5.1,-6.2,0.9,76,1.6,3.5
20171126,98,경기도,동두천시,7.9,3.7,-2.6,1.4,76,1.3,0
20171127,98,경기도,동두천시,9.3,3.1,-6.4,0.1,63,1.1,0
20171128,98,경기도,동두천시,10.6,2.8,-2.7,4.1,69,1,0
20171129,98,경기도,동두천시,7.7,5.8,-2.6,2.8,42,2.2,0
20171130,98,경기도,동두천시,3.4,5.7,-6.4,-3.1,29,2.3,0
20171201,98,경기도,동두천시,2.7,5.3,-10.4,-4.3,50,1.4,0
20171202,98,경기도,동두천시,7.1,3.1,-8.8,-0.3,61,1,0
20171203,98,경기도,동두천시,8.8,2.8,0.1,3.7,82,0.9,1.6
20171204,98,경기도,동두천시,2.7,6.9,-7.3,-1.6,47,3.1,0
20171205,98,경기도,동두천시,0.9,7,-9.5,-4.7,37,2.2,0.1
20171206,98,경기도,동두천시,5.4,4.8,-7.2,-1.2,74,1.4,0.7
20171207,98,경기도,동두천시,5.3,5.6,-4.9,-0.2,63,2.1,0
20171208,98,경기도,동두천시,0.5,4.9,-8.4,-4.3,42,1.7,0
